node,total_fee,capacity,routed_payments
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,17074,9208389517,69
03cde60a6323f7122d5178255766e38114b4722ede08f7c9e0c5df9b912cc201d6,162010,23863743334,142
03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda,11349,1203107714,16
035f5236d7e6c6d16107c1f86e4514e6ccdd6b2c13c2abc1d7a83cd26ecb4c1d0e,15321,10081621683,86
025ec5da38c0017f752f1eccf0c1e83af1bae677099e769fa79fd4fed0ce6cd11a,0,20989049,1
020cf40953ed039151cddb747d22f2868a221cf75995053c22576f079ec8d2e1e6,1001,30488084,1
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,22327,3532087822,47
03820714a3f891c7c3ae5e00dbdd77f06ceccc24ddd8c99fadef13ec2eec462cce,0,559459859,2
03d1e805c38257b713340049745ff5a15d9ee5d733517a1d48a956815c9482055c,54417,2493292371,28
02150e753d33ecf6d2de4173cc1ce941d9bf8900de7f4407ac3df5e078df91dcce,19559,408173748,21
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,1004,3489955677,6
0250baf7a558091eb9c93f43d595b795db61bd2b55ca016d8682fd310cb1b81e6c,2354,1266768286,4
038fe1bd966b5cb0545963490c631eaa1924e2c4c0ea4e7dcb5d4582a1e7f2f1a5,27616,4320799852,136
034ea80f8b148c750463546bd999bf7321a0e6dfc60aaf84bd0400a2e8d376c0d5,3014,10952708000,36
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,41995,3886812012,49
031015a7839468a3c266d662d5bb21ea4cea24226936e2864a7ca4f2c3939836e0,41584,2399409089,82
03458488e1b981163acc6f07cc15ce94478ff0a8b773097cf1526abe9bda4d78fc,2515,98104215,2
03fbe1c1baedbc99b2642ae524d9c2a6f12b771a3ab91e0f56ca6efc6f7f7d53b6,1,324314307,1
033d8656219478701227199cbd6f670335c8d408a92ae88b962c49d4dc0e83e025,236170,30813834412,179
027ce055380348d7812d2ae7745701c9f93e70c1adeb2657f053f91df4f2843c71,49308,2951001562,10
026165850492521f4ac8abd9bd8088123446d126f648ca35e60f88177dc149ceb2,26708,3836771385,165
03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57,29945,1017676231,37
03746b93e0b94463624bb28eafa38f3d71b4c80df61a0f10c6340b54f56675487c,22030,970424980,27
025f1456582e70c4c06b61d5c8ed3ce229e6d0db538be337a2dc6d163b0ebc05a5,18428,2212006139,36
0326e692c455dd554c709bbb470b0ca7e0bb04152f777d1445fd0bf3709a2833a3,11617,1856983234,13
0325bb9bda523a85dc834b190289b7e25e8d92615ab2f2abffbe97983f0bb12ffb,14377,1851653439,27
035b710d2c8d25993ddcbe031c0fee5434d5e6fb7a6ed5d438404daa99199537b8,1001,220723474,1
03e81689bfd18d0accb28d720ed222209b1a5f2c6825308772beac75b1fe35d491,917,384080376,1
0395a7b27c7597efab6af5806081e6f4d9e65003b100b6d6ace892bcfdbcb5e741,21298,2623875215,94
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,29,3370562469,32
03f9d7ce70fcb0b7d796c1b6ffca5f50b0212eb4f6f46c624a6f72ee2c2737eb32,0,170204814,1
03037dc08e9ac63b82581f79b662a4d0ceca8a8ca162b1af3551595b8f2d97b70a,67068,9754514914,59
03dd09855c3634daa5c7de0146f4d54eb395b51ae422bc86ee1132a0d7ed50e720,9009,1150369993,9
03b5d58b4da17eee62177a1752dd0ed1cac813ffd0938c1a1012d6b5716d7ffb03,2025,328273561,2
0385218f0e307b6a0e989d2a717d346942d96b4fd550e937de5f8ffe1568510a18,2600,367471349,13
02ad4afb6e50ae4635ec5ddf5a57c44d4cc4b376ac6580f78cda0454a86e5fa6c2,128,461168225,3
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,2027,2696328803,10
03501a74753e0f6ae270a1e4e2ffbbc37f7a796360e650c1121c18e116b22ac106,1001,1508723493,8
035736692722a47389d6be965d73a50b1ba63233a1b975aa55db7f90446f5708cb,18000,54033478,9
032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,9591,2252499879,13
03dab87ff8635982815c4567eb58af48f9944d11c56beb12b91e1049aaea06e187,5005,2355943028,8
0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb,7090,2111241775,13
0204a91bb5802ad0a799acfd86ef566da03d80cc9e13acb01e680634bf64188a0d,24311,1116605487,30
037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,18522,4545040370,20
02530bf9cd43ebf3d32867708735b9d5c8f96af143f5f08be5bc2b7fe47a3d81c3,22537,2833294679,24
03bc9337c7a28bb784d67742ebedd30a93bacdf7e4ca16436ef3798000242b2251,5498,2923230283,9
02a7a0980d12cca9d40239369e5bde7621d6b539727713f052cb9ab931f4034097,1001,304733943,2
03348a16e2d677d483d5920563a344d05ce6df175310abc27bf4bbe53ad7a597d3,1001,7800000,1
038fb77fd39a5d0782027a420571482d9dbef1a24f129bbafc487ac084a2251e5f,2094,208352282,3
037f990e61acee8a7697966afd29dd88f3b1f8a7b14d625c4f8742bd952003a590,56774,2935109064,157
032a54b1e9cd2ff8ec5f58915a749cf074e957006e8b4da9c8497fed4b6c6f88dc,17,526802248,1
03c9b47af55d8c13dc4c764e5d0e6a02b7498160f7533f015bf0c107dec00c008b,7359,844682940,6
02bb24da3d0fb0793f4918c7599f973cc402f0912ec3fb530470f1fc08bdd6ecb5,2002,2952896780,9
0298f6074a454a1f5345cb2a7c6f9fce206cd0bf675d177cdbf0ca7508dd28852f,22959,5169604101,45
03eefcc2c803a4aad64d92a5633d8c6f75d6b72827d099d9cb31a82a0615dcc767,99795,516483689,15
026af41af0e3861ba170cc0eef8f45a1015125dac57c28df53752dcaeea793b28f,3003,1083987110,3
0285248c6b41934d538e8ff1d4c8448d6329a2756ffaef66e4384d7d00bc4e0e99,4004,1837500000,7
035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226,20407,11861998326,9
030ed0e8c35b473e0cdf3b384262688be36a2a7bb61ecf34c836df5b29c81dcd79,111,467059430,12
