node,total_fee,capacity,routed_payments,ratio
0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0,248253,1896215495,13,0.00013092024648812397
03037dc08e9ac63b82581f79b662a4d0ceca8a8ca162b1af3551595b8f2d97b70a,102579,16236338532,34,6.317865311679004e-06
03cde60a6323f7122d5178255766e38114b4722ede08f7c9e0c5df9b912cc201d6,1561433,21450671256,162,7.279180130846717e-05
03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,560156,20484370825,76,2.7345531126411837e-05
032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf,11980,1270352785,2,9.4304512427231e-06
HCN_033d8656219478701227199cbd6f670335c8d408a92ae88b962c49d4dc0e83e025,1368518,39040413963,281,3.505388035324097e-05
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,156230,1649611498,23,9.470714782808819e-05
034aaa404a318beb1d4f9c3fa9603ac24702a9dc6bb31d14d7f02ab94823e28aa9,90,27697549,1,3.2493849907080227e-06
033e9ce4e8f0e68f7db49ffb6b9eecc10605f3f3fcb3c630545887749ab515b9c7,113260,5583673704,31,2.0284136574610986e-05
028d98b9969fbed53784a36617eb489a59ab6dc9b9d77fcdca9ff55307cd98e3c4,203090,2127090928,10,9.547781776821155e-05
02f1a8c87607f415c8f22c00593002775941dea48869ce23096af27b0cfdcc0b69,1290230,15042323281,124,8.577331944658397e-05
030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f,66670,3066688710,14,2.1740061122799776e-05
02e4971e61a3f55718ae31e2eed19aaf2e32caf3eb5ef5ff03e01aa3ada8907e78,93613,4274263109,28,2.1901552995856998e-05
02bb24da3d0fb0793f4918c7599f973cc402f0912ec3fb530470f1fc08bdd6ecb5,72030,1480931861,20,4.86382945069206e-05
0340cfadaa3324e0dd176a9969be050114278f93260e1b6333bd2a2a2ea03c64a3,1010,280532572,1,3.600294941865075e-06
03e5ea100e6b1ef3959f79627cb575606b19071235c48b3e7f9808ebcd6d12e87d,19899,1083822595,6,1.8360015828974298e-05
034ea80f8b148c750463546bd999bf7321a0e6dfc60aaf84bd0400a2e8d376c0d5,139630,6941857656,67,2.0114212494592815e-05
035e4ff418fc8b5554c5d9eea66396c227bd429a3251c8cbc711002ba215bfc226,615728,8828416516,69,6.974387749876752e-05
035f5236d7e6c6d16107c1f86e4514e6ccdd6b2c13c2abc1d7a83cd26ecb4c1d0e,592280,4238087553,61,0.00013975171409112228
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,137680,2190739749,16,6.284635135818682e-05
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,99550,1868655818,16,5.327358791334146e-05
0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,21210,3144750984,6,6.7445721800909375e-06
03263f34611bc9455452cf32ef31ced3a55b9184e65dee52287cdfdc1493d7dc11,40020,1216589732,15,3.289523078105348e-05
02d4b432058ec31e38f6f35d22a487b7db04c4bf70f201f601b66f7b4358242b03,20240,650774640,3,3.110139632976479e-05
HRN_021c97a90a411ff2b10dc2a8e32de2f29d2fa49d41bfbb52bd416e460db0747d0d,10000457350,3166896203,27,3.1578102687819603
02b515c74f334dee09821bee299fcbd9668182730c5719b25a8f262b28893198b0,51060,1916765563,20,2.6638625497885158e-05
03f5dcf253ca5ab4a8a0ad27bc5d8787ca920610902425b060311530cb511e9545,1010,540034710,1,1.8702501548465283e-06
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,33000,1198646721,6,2.7531047657202076e-05
03dc686001f9b1ff700dfb8917df70268e1919433a535e1fb0767c19223509ab57,18460,2798793017,11,6.595700320771524e-06
039d38adaa66554f2079cea57149b85b55df35feb6a54a8bace32898558fea8a4e,241365,4303395876,48,5.608710119979675e-05
026af41af0e3861ba170cc0eef8f45a1015125dac57c28df53752dcaeea793b28f,2420,1397206548,3,1.732027382396722e-06
03c72f89b660de43fc5c77ef879cbf7846601af88befb80e436242909b14fd0495,5000,281837628,1,1.7740711329006785e-05
