node,bc_standard,bc_ppm,bc_base,degree,exp_cap,avg_ppm,avg_base
03006fcf3312dae8d068ea297f58e2bd00ec1ffe214b793eda46966b6294a53ce6,0.00015775753556437872,0.0,0.0,66,126320966,500.0,1000.0
026ec3e3438308519a75ca4496822a6c1e229174fbcaadeeb174704c377112c331,0.000505045862920289,0.0,0.0,136,732349653,179.82456140350877,1526.3157894736842
02459b759a62bc3ebfe98a320da237944cc4f35456384bd8fdefa7d0340c75f46f,0.0010324195701644865,0.002129135650530214,3.4522546876104304e-06,252,574219179,1.0,1.0
03e81689bfd18d0accb28d720ed222209b1a5f2c6825308772beac75b1fe35d491,0.0012793181164063756,0.004832517829607462,0.002188278227699598,198,415871656,59.8469387755102,510.2040816326531
02247d9db0dfafea745ef8c9e161eb322f73ac3f8858d8730b6fd97254747ce76b,0.0021262875141947867,0.0016374349140484835,0.002695293816817164,202,1238190138,11.784090909090908,0.13636363636363635
0203e5b16ebe87b089f22e18752f1f7a66a1bdf77879df8d1c9e8d912dbfb9beb4,0.0007937139731250181,0.0027086409197384907,2.2796504872124234e-05,220,892983724,337.38532110091745,990.8256880733945
03abf6f44c355dec0d5aa155bdbdd6e0c8fefe318eff402de65c6eb2e1be55dc3e,0.010446461181821253,0.007690846993551203,3.9983582561934266e-05,488,2871684733,1191.7170731707317,1000.0
02f1a8c87607f415c8f22c00593002775941dea48869ce23096af27b0cfdcc0b69,0.05234117847599198,0.0061714737350590495,0.08925630805497696,1248,13921120783,602.9411764705883,0.0
02ff30e83896d453cfc89ff4dd06d23d793b7246f154c210324adc1d42c849ce74,0.0018800904706037192,0.00099999799398597,0.0002920477290158666,162,1026370114,98.10126582278481,924.0506329113924
03fb822818be083e0a954db85257a2911a3d55458b8c1ea4124b157e865a836d12,0.003675270219146318,0.003053630473080843,0.004339168916918984,242,1850976387,16.636363636363637,0.2828282828282828
0303a518845db99994783f606e6629e705cfaf072e5ce9a4d8bf9e249de4fbd019,0.0013371946195576926,0.0004832009669973662,0.0013507506420036854,176,1983586144,14.91891891891892,0.22972972972972974
03d35779ff612c574b92494d74300ce467e0eb510181a6ae3eb74d8ada891d82aa,0.0008321583239214709,0.00116870536622472,0.00020895448834951812,156,1054307671,985.0746268656717,955.223880597015
020d06a56bcc6428b48b02c8e514b73c4bddceba844570abda2bcc46bc474425ab,0.0002061975737317325,0.008362869385848683,0.0,94,318065963,24.634146341463413,1219.5121951219512
0332f70a7f75e794cfb27f743bc237998951eb38b63ea18165af521e2500484877,1.615509309910838e-05,0.0,4.3121999019902003e-05,36,74129050,2302.5,55.55555555555556
02f4c77dcf12255ccf705c18b8d6b95e4f884910bf61e8aa21242607193a79da1b,0.003952877946735571,0.0,0.007293255257292635,292,490820592,280.80689655172415,0.0
03fbffb45604f2e0d481c323612e6681fd77eacf9bbe853e83300991de75cc7f78,0.00021458507542935853,0.0,0.00022745607112017798,88,196766608,507.8780487804878,463.4146341463415
037e27d212432eaf499e4fb648d996944f3454c094dab36336bac573f82211a335,0.0038693508882610226,0.002575340405291183,0.005923258827779532,318,1732577387,1035.8387096774193,0.0
02c73c8ac3f37bb28d9fc3819dc17baecdf24b137d476a2a9e22395d490d842bec,0.0008792536249995358,4.042421490894906e-05,0.0020355708619029674,166,687742508,504.93589743589746,25.641025641025642
02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f,0.0005445235226027588,0.0,0.0010454864101596846,118,316987780,222.03389830508473,0.0
02fe80fb6a2dc0fb6e9bec49c76d048889c91355d4e900fcb026bf095665790325,0.0014664657382299328,0.015594144221260578,7.416364655130566e-05,260,858987649,15.669354838709678,983.8709677419355
0282eb467bc073833a039940392592bf10cf338a830ba4e392c1667d7697654c7e,0.00043716151857810796,0.0,0.0,94,264993665,1431.8181818181818,71590.90909090909
037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,0.03822891780055026,0.005580179908258628,0.00271505964562867,1166,8734397330,3009.5927710843375,892.9301204819277
03eced7eb38bb00b9b6dc82098e0c2dd52829da892014a7eb08e0a58635c5821be,0.00020114263581359868,0.0009979919799559078,0.001493795958441545,68,565994153,970.9677419354839,935.8064516129032
02343c19a39dd11cfc6f7571f36213dd52fb70ee45ee4074913d43891fb59579b5,0.0006669646780511732,0.003201310551086613,0.001001001001001001,94,353919492,1589.195652173913,4739.130434782609
0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877,0.0112819326004597,0.00099999799398597,0.02085634914089401,550,2878381615,103.7344398340249,4.149377593360996
03e5ea100e6b1ef3959f79627cb575606b19071235c48b3e7f9808ebcd6d12e87d,0.0008079467966877426,0.0006177231923316637,0.0013047301676862315,148,879230995,10.222222222222221,0.06349206349206349
026af41af0e3861ba170cc0eef8f45a1015125dac57c28df53752dcaeea793b28f,0.0006975003821119553,0.0007586256818366885,0.0013406618445159454,166,1386051548,79.47368421052632,296.05263157894734
02f6155b106a9f92a13738833ec7e25da58fab1fdef3ac085571c3984bb277d547,0.00018392401593220363,0.0,0.0,88,126036109,100.0,1000.0
03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,0.06695275594037982,0.0,0.003144788792847281,1822,18983452358,511.00984251968504,994.0944881889764
034ea80f8b148c750463546bd999bf7321a0e6dfc60aaf84bd0400a2e8d376c0d5,0.009350499263834217,0.00898827465847722,0.011103279687258686,538,6450526948,16.028301886792452,0.2830188679245283
03cde60a6323f7122d5178255766e38114b4722ede08f7c9e0c5df9b912cc201d6,0.031402455952893746,0.02113816643962028,0.028547257021714085,1122,20727060631,505.7724867724868,481.48148148148147
033d8656219478701227199cbd6f670335c8d408a92ae88b962c49d4dc0e83e025,0.050016405106152274,0.03727238927749813,0.03805256752756148,1580,38081460479,450.0086021505376,546.236559139785
020fbf0a7cbe80ef61de8f12ff53a653ac0e48be287de00e1c4b784486be5c1cf2,0.00480399191440646,0.002002002002002001,0.007781096974422115,338,853339803,658.9221556886228,0.0
02ba3ad33666de22b4c22f5ff9fac0dc5d18ae9b6ce38c0a06d9e171494c39255a,0.0002479454553894922,0.0027545584703054177,0.00044693317889129473,72,179900923,266.8888888888889,305.55555555555554
032ebdae3314f072acd70e66e18572e6ba27f96918009369585e7cdcf36af3cf9e,0.00025671994956307095,0.0,0.0008482636124076506,68,50993656,471.1764705882353,0.0
03cf31364b9361f434b91f0e1943664f723e30c818b9a396bbbf5ef4284612c293,1.0289934349217816e-05,0.0,3.561658881893229e-05,36,128205063,99.0,0.0
0254bb156ecd0eac318844415a91a377bc6947ea4c9fbe5d248e563c29a1662835,0.00029277850823858554,6.783952077734329e-06,1.1670350755234245e-05,120,234131711,124.41666666666667,950.0
039efdf7a40f848d9fe30f1ab97b297c06f96fde1992ece0eca7639711ecac5a93,0.0002391833315489504,0.0,0.0006984468658130168,94,181589115,299.36170212765956,0.0
0371ccb71e3838984f6903b40b76581c4fceda54e22cb9c6a7d20681c036de0571,0.0002423592411125399,7.035682847739619e-05,0.0,72,171336753,1.0,1000.0
03797da684da0b6de8a813f9d7ebb0412c5d7504619b3fa5255861b991a7f86960,0.000345768271770112,5.4281776467978995e-05,0.0006408696488068867,106,179722764,133.69565217391303,0.0
03a01da97af71f7859cd1b2b6a70f221ecd49f6eabf0bf1e267bae9570b47232a6,0.00017146561441924054,0.0007833643940792424,0.0011081613755812643,70,99594089,813.969696969697,1437.878787878788
03cda3c7f11c0f63806b4910c7e00d133bc942fe66512fbb97fc239d892568fc13,0.0012347570423943456,0.00018047638941295208,0.0021641384667311584,202,301557949,145.53465346534654,0.0
0202e7727ee46d943a44c7bf0dce14220a839630dee67d03446bf935178b55a0df,0.003530764834274538,0.004923569606124864,0.008424889226141891,298,886162689,421.6506849315069,0.0
029b81d1aaf177fa00c1c5796360163bfa98ee4d5d0daa54c6f510d9e237f376e9,0.00035354507437329987,0.0,0.0004563496564102608,144,338962744,647.9027777777778,527.7777777777778
02f36d279b5ced601f64b08b0eb02971d063dd4650770018acd3b5ccda2473ef93,1.9066690865253894e-05,0.0,5.627306649888251e-05,54,58515475,249.44444444444446,0.0
035b1ff29e8db1ba8f2a4f4f95db239b54069cb949b8cde329418e2a83da4f1b30,0.007228821271750533,0.0006868062412738518,0.0,446,961543050,203.30555555555554,1000.0
031c7ecff228dfe6054307ee49c8616998af5f8d4436f13c07d211aeb6c0ec87f7,0.0022758033989705466,0.001916313947030965,0.0,274,720713510,174.05185185185186,912.0
03e691f81f08c56fa876cc4ef5c9e8b727bd682cf35605be25d48607a802526053,0.001876173303913045,0.0009939799518957828,0.0029742512235849485,190,197710309,5162.36170212766,21.27659574468085
0251fff168b58b74e9b476af5a515b91fe0540a3681bc97fbb65379a807aea5f66,0.000786402999477394,0.0009608807203997581,0.00015384917436279318,128,234100921,641.7241379310345,41380155.172413796
028d98b9969fbed53784a36617eb489a59ab6dc9b9d77fcdca9ff55307cd98e3c4,0.0020513423237357117,0.002697112967492555,7.661884736753867e-06,212,1986524023,1014.2857142857143,987.012987012987
03fce165537aea120bffe8505876b44d5119354f825b3eac329b761fc5636bf334,0.000574501338280561,0.00022141305732289502,0.0010578457092393617,150,1014506547,13.483870967741936,0.1774193548387097
030995c0c0217d763c2274aa6ed69a0bb85fa2f7d118f93631550f3b6219a577f5,0.001689332263961716,0.004271297277125344,0.0020627283231137417,186,1653460957,15.4125,0.2375
0311cad0edf4ac67298805cf4407d94358ca60cd44f2e360856f3b1c088bcd4782,0.0009904296672871213,0.0008840388319279445,0.001631408657320252,144,918376602,14.454545454545455,0.21212121212121213
022c260f9ad58196af280c80a96ec9eabf6404df59ff1a7553b0f381c875a29ba0,0.001001175397376855,0.00038883895280643555,0.0015888852193682917,148,1171197015,14.4,0.2153846153846154
039edc94987c8f3adc28dab455efc00dea876089a120f573bd0b03c40d9d3fb1e1,0.0015627754949422972,0.0008127966936268899,0.002185965055274633,230,1414621170,15.44943820224719,0.23595505617977527
023bdd219b85d02da9b3fd679b32a1098c97122767433eb4ba59641514bbcbd694,0.00021455917332864637,0.00024410454363497702,0.0007838950046579472,44,84100000,135.0,0.0
037c862ec724bc85462aaeb804dd0941cd77dc4521cabd05edf3d0f23ed6b01f09,6.409922258184454e-05,8.827361742552083e-05,0.0,22,118597210,1.0,1000.0
03f94b8e82c3c9be8f8d1e3bcb595e2855b72f23b92967c26f7d65be9a75184c12,0.0030654943677079225,0.00033457859993227235,0.004319871798930926,278,497007204,289.00735294117646,36.76470588235294
02abfbe63425b1ba4f245af72a0a85ba16cd13365704655b2abfc13e53ad338e02,0.0004089949556199394,0.0010010010010010012,0.0,140,1470570249,567.75,930.25
0337a1521c7b782f62e8e7488dbcfae4eb847bf8aca7a3064e3136638d4d88781a,1.5356207143367394e-06,0.0,7.612816494083139e-06,26,42562363,380.38461538461536,0.0
02cfe3b4d16c319f49ef914f2b9b12965bb658fbb884ef7194ee18277cc2bfb016,7.705117347710843e-05,0.0,0.0,38,39652762,105.78947368421052,1000.0
02fb79c3a9121d85b126687bd111eaebf21aaaaa5cbf232e2b6c3bdf8803f40182,0.00027919924464763775,0.0028772648481588106,5.5434426604630803e-05,150,364096208,0.92,920.0
036cb1a035eb1c7f125c004ed046d329285bd57e4100f18b577af721659becd832,0.0013415455604011178,0.00046316369127535813,0.0020538969859541546,216,680155649,306.63366336633663,0.0
037f990e61acee8a7697966afd29dd88f3b1f8a7b14d625c4f8742bd952003a590,0.003159649028405513,0.009476704029611616,0.0,362,2134898847,1.0,1000.0
03037dc08e9ac63b82581f79b662a4d0ceca8a8ca162b1af3551595b8f2d97b70a,0.0035012327626092916,0.0023461443135474316,0.009478531167999888,722,16172789550,495.0,0.0
031085e1d65b81c2795dbe3608c7d980c22841aa86876c12bd55a222edd8d86ce1,5.8666106516683186e-05,0.011885832781461174,0.0,58,51850038,27.692307692307693,1000.0
029dcf59b79f01e379f235b0d3d53179f744b802fdf81d3d5e1c4047cccdc528ff,0.00022233643381457574,0.003780893838406319,0.00029755961377669416,140,341436039,399.2121212121212,196.96969696969697
02bb10aaa77a95a358cebb2d112c4de00e47c08f56e89b1acb4487ddd44cc98d6d,0.0006871622935448193,0.01482879227433641,0.001365799006057105,136,239722607,53.05882352941177,0.0
03d1e805c38257b713340049745ff5a15d9ee5d733517a1d48a956815c9482055c,0.0030633243952339004,0.00484752124451127,0.0,286,1237508990,667.5217391304348,400.0
02a7792c657562b66bc87e5a2b98d32e8cd9fc16fab40cb67124472bf6b470beb8,0.00010868349854456802,0.0,0.0,38,592662214,1265.7894736842106,1000.0
021294fff596e497ad2902cd5f19673e9020953d90625d68c22e91b51a45c032d3,0.0005938696489864162,3.9182921459342215e-06,0.0,100,380258500,10.0,1000.0
03e4cbe965044b04d1b66e4578363a0d3fe0f0019782a34fa68a67d28136c32af8,2.4000716244512424e-05,0.000546346631223727,0.0,48,50411119,50.333333333333336,1000.0
035f5236d7e6c6d16107c1f86e4514e6ccdd6b2c13c2abc1d7a83cd26ecb4c1d0e,0.003692107333195842,0.005120015438162406,0.00626702940250981,268,3919153985,19.873684210526317,0.2631578947368421
0294ac3e099def03c12a37e30fe5364b1223fd60069869142ef96580c8439c2e0a,0.002211949915923642,5.585383391930514e-05,0.007837424088974969,294,4057415408,2136.3636363636365,0.0
03423790614f023e3c0cdaa654a3578e919947e4c3a14bf5044e7c787ebd11af1a,0.0144124844405637,0.04431075794719493,0.021895699176688467,606,1468704568,155.14666666666668,0.0
0317983322379d859c0d43a90c8dcd3e7239b8e0671b00a657ce3924d4498f3754,0.0026567095035079946,2.033131096398939e-05,0.00391923746881562,288,627724556,996.7553956834532,990.8920863309353
03da6c91e7d2586dad2da08601eb22bd80bebfe1d8e3451a64be276587e57a5f73,2.893468732567561e-05,0.0028124022891559174,1.0174177022042647e-05,74,206864065,161.1764705882353,823.5588235294117
03aab7e9327716ee946b8fbfae039b0db85356549e72c5cca113ea67893d0821e5,0.0013894739255050081,0.0011627870608691027,0.002569657998292914,504,12401162695,490.8333333333333,0.0
03a93b87bf9f052b8e862d51ebbac4ce5e97b5f4137563cd5128548d7f5978dda9,0.002538739946164221,0.021162672422604643,0.004912228524208942,338,1393920424,158.18072289156626,0.0
02b7291fcf57fd64cb9610beedf37eac46212762608813ccf8090520701b94ae62,0.001261354552045227,0.03209541306461949,0.002282279289426919,228,1289049493,86.22935779816514,0.0
03cc1d0932bb99b0697f5b5e5961b83ab7fd66f1efc4c9f5c7bad66c1bcbe78f02,0.00013571286085782311,0.0009513424736560402,0.0,56,76160826,1.0,1000.0
02e01367e1d7818a7e9a0e8a52badd5c32615e07568dbe0497b6a47f9bef89d6af,0.0002102032528946306,0.0,0.00023689458007143996,64,92260219,63.4375,406.25
03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601,0.0024456884011686032,0.0336612353915785,1.2382802654704482e-08,322,209602975,1.1129032258064515,2.0
0250baf7a558091eb9c93f43d595b795db61bd2b55ca016d8682fd310cb1b81e6c,0.001433016507790743,0.003632905017152844,0.0004683538135342912,236,1402898221,351.9830508474576,84846.35593220338
036b53093df5a932deac828cca6d663472dbc88322b05eec1d42b26ab9b16caa1c,0.002473244495562287,0.0006258404367566712,0.004932952871406519,210,1730869947,494.11764705882354,0.0
0242a4ae0c5bef18048fbecf995094b74bfb0f7391418d71ed394784373f41e4f3,0.013148696093238887,0.08575899644858634,5.9765320001109406e-05,586,1128840229,1.0,1000.0
033533e2db6311c1d417d41279c067d8713ad8a7d577a0d91e65df2f6a82c5b862,0.003259483618058292,0.00015773542468697002,0.005771371117365122,246,338192336,929.7459016393443,329.1475409836066
03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d,0.008576895269543715,0.002075844365703635,0.0,454,965099606,873.9321266968326,1000.0
0289753f4559770003baec773453f8d1b2dfae3256546891e4cfef3a0bdbaa4f30,0.0006012699411079259,0.0,0.0,200,1069064682,479.4141414141414,1000.0
037c0bb263a4fe95f0ed598b50cf51e5732a6bc1c48d1c81c5e89f2442939dffdd,0.0027610412688332496,0.0,0.00396617691054826,466,557726366,32.64705882352941,193.03208556149733
03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019,0.002418252460008001,0.007606183069154072,0.005770771951043797,230,370573167,89320.0,0.0
02dfe525d9c5b4bb52a55aa3d67115fa4a6326599c686dbd1083cffe0f45c114f8,0.001320918663052201,0.00301895916193806,0.002199705954824914,226,575260093,206.94545454545454,18.181818181818183
03da1c27ca77872ac5b3e568af30673e599a47a5e4497f85c7b5da42048807b3ed,0.0014737457380896756,0.0006068615954850895,0.00244637823315238,190,1511997130,13.74390243902439,0.1951219512195122
02fcc5bfc48e83f06c04483a2985e1c390cb0f35058baa875ad2053858b8e80dbd,0.0002805184433332761,6.027940417153077e-05,0.000754413515129455,80,674074684,486.1111111111111,0.0
02c91d6aa51aa940608b497b6beebcb1aec05be3c47704b682b3889424679ca490,0.003591060782794285,0.0030007856365180125,0.003887679501707524,260,2308133333,17.7196261682243,0.32710280373831774
03271338633d2d37b285dae4df40b413d8c6c791fbee7797bc5dc70812196d7d5c,0.003854410150790821,0.029065114021579026,0.0,310,1156389095,1.0,1000.0
035542f0f213a5b6e985dff0e0fd973da01bd77325d44242fc325d0ea8eea3d312,0.0004102230418502111,0.0,0.0006001592625456328,172,430972547,127.67441860465117,267441.8604651163
02bb24da3d0fb0793f4918c7599f973cc402f0912ec3fb530470f1fc08bdd6ecb5,0.0007960744581265041,0.00044313006705140335,0.001211141669799079,116,1362481098,17.87272727272727,0.12727272727272726
0387600e7702b803edddc49d9cd5a8eac509eab5d1cc12a87ab385be39e6c762c4,0.00011398262420432475,0.00015447174125205235,0.0001971487913493495,66,50470050,429.030303030303,60.60606060606061
0293952cbf1be801ba5d73ff34a950affb64fcbfe2d0f46ed0b32c468874aa0d57,3.2628428048735054e-05,0.0,6.575429227961469e-05,50,88173365,151.6,0.0
02d2f693212fc525ad1a4d7546c2f24b96a8c002b8567c49fee744569a4abc6c99,0.0007426788747920253,0.000955876206078193,0.0011719673959452034,108,177755804,349.7037037037037,0.0
0231d05027b5df80ebde034b45df8a893ccfd12848fc8bc4f6f2f944ac7de95b70,0.001421877613835686,0.0017219618687351645,0.0023719452541640226,214,647145983,266.41121495327104,0.0
03f3b0ff236bca0cc9cb2c4550ba358462a4892349382e695c538f3e891a6639e5,0.0017343996578473068,0.0022277312575804636,0.002676147903461138,282,633496996,60.503649635036496,0.0
020ca6f9aaebc3c8aab77f3532112649c28a0bfb1539d0c2a42f795fb6e4c363b2,2.3830365669115732e-05,0.00011856542753078562,3.7335345679336556e-05,68,161138607,148.02941176470588,0.0
033a77a503c4d33806b41320d53837ab818c937649e30a53a190614c79556d195f,0.00010487560774726897,0.0009701896612810951,0.00014829371976059742,32,180582160,219.25,0.0
027cd974e47086291bb8a5b0160a889c738f2712a703b8ea939985fd16f3aae67e,2.035725774641718e-05,0.00038676607667538986,2.290361135370314e-05,48,474500754,1968.75,875.0
020a1df50b701331a29782093210460b10eee0ac5ef6a01b9c51dff9b8fddf5fb0,0.00016078628460225775,8.353615568044427e-06,5.9428127172783454e-05,54,283249331,1957.111111111111,871.2592592592592
03224c97588dda56a63e881c4f522ffd746a2f3b3cbfe4790e38c64ce263d6f6f9,0.0022941211590036983,0.00613691271200935,0.003808477885818947,290,800708346,97.13888888888889,0.0
03d29a2fc370cf011a743d893de86ab9a920f2445539ea46db2186d9b95183f67c,0.0004391725235127843,0.0031377067939224812,0.0008649265129942143,98,77954192,384.2857142857143,0.0
020af8a7428f99ce4510e523031e2078c065c1097a48c860ae2cdd3511c8b7627d,0.00017290387649087155,0.003033043846843945,0.0005031454120668945,88,149888607,217.5681818181818,0.0
028ed7bd6ba6763cf040869681890bf5bf95d623108a60e75d76a57f5d637be3ef,0.00016246186128486792,0.010148419510319832,7.857003009775244e-06,98,140000000,51.224489795918366,979.5918367346939
0230a5bca558e6741460c13dd34e636da28e52afd91cf93db87ed1b0392a7466eb,0.003196578236163344,0.0,0.007891576495665574,292,948643427,398.4507042253521,0.0
0383a52db8e4063714c767e90628a5caee4d278c308cfe0fae82e21aebc313ccbe,0.00024473383498445117,0.0,0.0004246719609645463,80,68871599,83.66666666666667,76.92307692307692
0230e8b298bef620df9640c7a956106f905dbc48d5cedadd5837f3a22a9cdced28,0.00013594613118534247,0.0,0.00026673704151242096,78,71195852,1005.3513513513514,0.0
031f603ba99047f01eca60d13df72bd8c41d015e9275827a876609eb28f74b956b,0.00022532622502814619,0.0001863437719204982,0.0,60,43700000,111.17241379310344,1931.0344827586207
0201af659a3986832bb5bf2493c537cee9f7d62a7bff5d0a68176c1d60df931cf7,9.816283439521222e-06,0.002104777851190855,1.320721025810185e-05,34,56250000,199.7058823529412,0.0
02f3069a342ae2883a6f29e275f06f28a56a6ea2e2d96f5888a3266444dcf542b6,0.0027689817677126636,0.00409730703006419,0.0060377800517185404,272,439925697,48.9453125,0.0
03c1f2781c735c0538745657447f546f50d401ae44cbd9d0fbbe6538337be14ba3,5.000010602324702e-05,0.0016385280583845617,3.5921520127515274e-05,50,79657654,1.5217391304347827,739.1304347826087
0377f626255c4b6938becd925bcc422cf2662bfa03df7008b5dfd7356db50d2bef,0.001040446784004327,0.0,0.0,174,838214060,873.8461538461538,1000.0
02f3d9e33a2de53e128ae1821f0cff02f7e8c9b6872d949f0ebb0c8e388bad82ac,0.007099706683491659,0.0015206123624973355,0.01237084750327049,488,1144420100,87.37394957983193,0.0
033d38e07e2541628214c8184cf6c562311059872363e9f538b2f45434418b5bc5,0.0009834102548593874,9.740090741292787e-05,0.0022157792761104906,148,370800316,212.06756756756758,27.027027027027028
0228b05a27e1dc731ea596b70e79ae27949377c35fb23739bdd2eb1f0840a46802,0.0001056248076687239,0.0,0.0001708278538228548,58,49621581,10.0,0.0
020d1617e27ac022395352f2b3774969593d3d6ddff6fb117d820a9dda8da45217,0.013725013722474774,0.018025990747522168,0.020014522749704392,562,1115564802,681.4779411764706,0.0
0305f5f4013f6c6eeb097bd8607204ec1f31577a05fae35f0d857c54d3b52e4e45,0.0003129158569373677,0.0004731927915249973,0.0006398268025699036,108,290755171,592.7777777777778,0.0
03f632d57f9c1ad729695f2c8c958b8d1d0b765fc99ea6f3fbe41b039397c49938,3.179483103375506e-05,0.0,7.316158321262487e-05,54,81488607,192.8148148148148,35.55555555555556
03910da61c1b42e135f134ed92a537c758d1edac5436efbec5ee8cec1928e1a095,0.00046396337326250886,0.0022597385466227205,0.0012889246983359582,150,318908442,240.50666666666666,0.0
0236333aacf54604abf218af6ab116d4fe6f16e527502e0019123d0cc3c7a8a194,0.00014539398573430672,0.0,0.00025216794450576616,84,102070832,211.66666666666666,0.0
