node,total_fee,capacity
03dc63047373c13d6512bd2e8d893cb445ea833ea4b6d496249290413d02674851,216,60477215
026d665c34210fd99f9d4be36bcfbd7d637ae890631274d1f82cbf45af8cd8b2c6,800,228978404
03ed75f1ec977b78f26e509cda991f28d30fa6ee6138d91aecb2cedba323d82add,1210,17500000
0230420eadeda24273cea7828a83cb494e061a806e689f02ecd177143586e8e476,501,39446743
02e0fb1c1f31d9b480418e98f083987110e59b9a20bada4aca6693d10f6cf3e060,80,274833461
02fc41b20b2f456a97b762a21dc6c67ce4c76682f0bc56c122062b778fb7b47d4e,1000,131163310
034718d8f0a79420104247abd6c414b23dc211fe1c74f4da69a7c7ec2483efb402,70,408645409
033fc997c1622281b143fce0cce0711f18fdc8129684840b835d6a4c5ef9d49ddf,231,338671662
03b1c1a3dd064c7b4386b688c1f0950fddb28f61f2c3be8bcaf4ef3c78429ffe4e,0,11150000
03a2e8f47f5b85372a9c5f15723e84aeb7d8de9499b5cf499f791abfa548c5aabd,2,2030000
02c75ea34304029851769b13e9ccfddf03166562cc045023d7565aefdd26d74a6c,2,11091770
029fe435040c8b665f731f2b0c81d039238ef1e3a1b1de0afac2b476361a26d675,2,355076784
0293a4a5933422fa7cae2c8ff4c44490f26cf3dd7ac02b826ee20d4cba7dac944d,2136,239933595
03f11710057e2d087c2610ef9fd13886c8497af95f5be9d96e4ae7b2d4b2035e4b,200,138395186
03efccf2c383d7bf340da9a3f02e2c23104a0e4fe8ac1a880c8e2dc92fbdacd9df,10623,261617948
0203e5b16ebe87b089f22e18752f1f7a66a1bdf77879df8d1c9e8d912dbfb9beb4,1600,1054882321
0201af659a3986832bb5bf2493c537cee9f7d62a7bff5d0a68176c1d60df931cf7,80,106970168
02252586c4c9df3c3f27b237f71ada602f57b5aae482fa75006bf00b2fadf31db1,1528,1050000
037b6d303c95b4faf2f62a214cc32c78aa0ded8ab5bd7a11aaa4883bbe292a4764,381,161981414
027ecdd3c509f7db2d8ade67381bb2e8ed88ccbfab8805d24076c4a0fd131f71ff,108,128355422
026c880e448682e27033c100c19bcf6d80d034090b9744c08caae394052aa74885,100,18000000
02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d,2786,284614733
02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844,3911,3888812012
0215d50a1f549798aa45867d4a297a08397a5efedaa4b5523e9b221835789231a9,200,67580000
0227d47539ebbfbb3548abdb31a243063bf2ff2dd77da2af04404da61ab8264560,134,103244953
028c809cdd0e37b989921d44160109af8005e05b315234e922d1d70fd588c29bb4,160,51734962
03e4d457261595cb52bb2088c831304905a47df8715a5d83a11b60dca5bd4933c4,4444,7656000
0229ba89bd21cad840ba50ea2bdc86d9e709318965d42bb7ef7609c191be7b8fd8,1942,494032430
037a87399bf2a311501ff94e1181bbb0fcbb59ff67e95a0846cf26fba3d362727f,500,8544604
03bf5f69adc41b4757e2ee88840f167398f4ab3a619fa73b7b25491f6ef349ea16,2686,536487959
03b9f0d36f4691b613d620fc32c9a5b4dcac5b26d99f675456cf8549aca9ee493a,90,238171906
026fbb6e7bc01ec90bf314d4c38fea60d624d5f4ab5351dc15c040377a892d4bb0,5100,113138728
02a18ca8d62e3c224a8e321e9d1ac59cbf2997caf0bf92a23ed050cb4d9c57a4df,21,1150000
023b9973b7c7fa9b7403429f83fea65228e91cdfc29f860bf01403ac99e9520582,0,31252000
03df75dccb85e82f4b5cf4a6bcb28b32ea12c878e809e89f4e3b35541eafebffff,400,16000000
03120b059e9f7a282a54f3b19f41d810f4c4bf8235a7d4eaa0e310b3081dc4de87,200,6105000
033e48dcba57811821d8f952b2aa56753742e2cdfeb390eefc9efe83cb3299a357,100,37580258
0201dd8a0e2b0bba7b39314b1cb515b789b56861fce45b0a278bdccf43415294e7,150,161105155
03021d61c68b8355b4668c5121e8744339b6764115c3c72d94ef75eb77fdfa66dc,1000,19650000
03b3007e8230bbb7542bd697846b26736dc8f9c117f3a8e895247354c773fd66b8,2900,458945721
020593994806de7eb9a8ae63d1687bd43abebdd158ac8fcb426ece6571980e09d8,102,413459070
02607c9c92b7fa405dd27d8114d5ba1e6c04bf8757bef18b3649bffa2691d7638c,2095,199855979
032f46d1e9a0c0db99cf788ddfd86d815be6e9d752af37f4cef5a13a5276af7004,1020,86382716
028b06637205225f29f6daf40b4a8281eb3dd8aceace945e7b012fcc9e6a1e1b39,1000,25975000
023c46da79ddd8949659e7077b5b0a46add5a7d153f2b93bb9d8ad0e07ea902b2a,4000,83291152
03e83974bad8f2092943ef3c890363e3e0b520b87789966a02894cf0b2b20c27a2,462,45650000
02f71575684e49666f5f236a001aa33ece94669013145ad707ed8ebd0f76d1e851,46,13600000
0211ebcabfd47de3de259d54c06fbcb7b4cbe58a95277c42f818752ab2e4925032,204,264960391
03cb10b303c9032fb3960c0d438f7ec0f553afdd7a2aeca497ebfe9879035419f1,503,9350000
037067818e52bf727186876837d23aaac22414afab2c47e4ca8858d226539b04e3,1378,16500000
035b2e6b80a4105a6f3b30e895d4d22355cec5373266d70e92ce818c879f26a005,1000,682303215
02159f4a5a9204cceb648e7a051864fafb1b42d7e4a09102e6667bb726618c80a0,0,40588095
02347c401cfaa1dea2fa8ef3dbd28032a2611b8a45ffa429d3babc0483d985c4fe,450,47069420
03ac61c971d146787a036f75e80a9fbede238a75d0c396f1fe996def00f0ac5dbe,1180,912379269
03b1d08e1efc2092bb5a5945d3db29c4f7dcae3c5df59284aabf4f5e760db8a7a1,1,53514070
037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420,500,226937496
02688ac2d0057841c3326e1695c84cae6a820d8d5b16401344b813ea45d1e6413c,0,10300000
026ecf8fb50c1f482607f48fd570406efba3c5a5c78507de6692d18519ef085969,823,235691783
0293952cbf1be801ba5d73ff34a950affb64fcbfe2d0f46ed0b32c468874aa0d57,200,10520000
02ba62f2cf65a10b9867477f266e67ef7e5f34b8b8b128916497bf54e0603a4693,892,66946695
02ae36bfdd0ee8db7bc67e91f907ac871f436b6c702493c23cfc8023fd6202ac70,1700,46968711
0346d3d60fab0024d0137892ed0118308db8ed367c692848b079deade89afe7568,110,12026382
03d9137937ccc2d278ad5da3fdbbfe88d56e6bb8eaec598a623c5dec5e8c1aeb3e,175,24000000
037137bfc7eb504260f36872a0fcf76d1a87b3dcd6f95ddb1798901b265240397a,2454,225190000
03d1b19ebc6cdce5685bad391f266d077f0cacd2e5c1f46824e1427ce7dba2f630,637,94449999
02664c4ed5e60b2f5119e8430f26e5e671fe2199ffaa18de452d29c454db065b02,101,215443953
035715b716b8d61b31992256194f119e1cd7f86b5a15f66ca4cc3798d341d6a99a,1605,386598528
03562bdcf00fe0cf44e8a491a8c9b26f31c4e45c9a88cdfd6a2f0f2550a304c73e,3000,101054430
0273da0a525390c36857841e208f1d289275c76ebfa7ecfde697c6cbf4f235b4f5,2,21600000
03fb1e396cc523f9823458197150b74fdc79b0478ee00f67f526cd1e14e1ad267d,3350,10999888
03d84861ab57decb464eed19337d360d869755f15a5d31cd61d063a480664616e7,1501,7930000
03583b5e0e4cc85d0e298c90dcef7154e2d290c8ef0cb19b36805183ac530d88bb,6000,7019235
0393a0f0312439b82d43ceb35af6f7a2a2d5a5aa71e461f66b418a77532db51c00,133,876230570
038c5b2d6a0fe180d1be557d49f7f982190957edf20a4c05a305d7aed17c156ef0,750,39754981
03016199ab5bc651f73c9294369d4697f8e43819bd906f56b85feebc58ece4cd3b,666,108844300
02aa6d04033505013665f96f31c097233947e7cc294558f32036a2f9988567c3e1,80,61568757
021bc1fadd3f3cb47f1ce8f7dcede768ca2e3d385df3425431b0e59eef59d79abe,20,13980000
024e0d88d5cf3ac6df50697ac95be7fde0ac3017bc0a918edbfdb70ba70b00c17f,1594,94397103
03dd57a095459084935089a8d4326fa4e9e09adbfc8bc568e47051ac74beffc16f,0,52676489
02e1823c86f1a8e193964c3ab084d015622a07573372b0a842b555c6ce84176449,32,89784000
0391d6dbea021a81bcf04eb9828a5e6493ef3a9e5083b794539869963acb8e8c97,200,25986712
02361f3687a21d4f0e77d2fb024803e7fd431cdf4d746cd7ef89704b38b3b81b18,8168,80833709
02a619f265cde5eb77f3cb4e3158a8340a7ce4184a39c42e3a32893f53e2e3f82b,275,337935339
02c485f3fa00d142e278bafdfd75d20f238599522685245078c119b8a6eaa2a339,320,32624463
03f3d6529d4c2d7f2972659a213b0782c99d99a350866675555bef249d87ad525b,932,86269420
03e86cafd1e33ff5ce066ef1da726bf0a4fdde6042a6c5005aded0bd31648487ac,600,29000000
0311e4ee7e18ebd68b4e1c425da78a5a8af4d5825ece596d9258d152bd962a7e2b,1000,100277215
02e6be1c0574b7ecc99daad1345fb0fba31825afc986a7a1b2209451ad98820649,350,11000000
03f76dc93da337ca42efb5e831a2bdec8750c34d61d2c8b0c6ce3c8f31853e7d0c,634,21200000
02006a7dc99e2db1e73baf8da79646034412b9770ffc7536ce75c71e91b923f59a,600,17000000
02f3a9fba5becd4bfe8affb90cd9980e3381ba79cbc8764d3d757157620c331d7a,70,8000000
02f001115fbdbef1066a9ce03a73bf14e86eb715783c8f475f40cce76cbc8508a2,600,6061193
03263f3358d2e6bcfbf1d65f3d61a95ed910e00c5e333329935c2192945db7ea74,290,58508506
0384d37ce01a3950be609156dcbd3ebcad6a8107b11d796890521fde06508dfc4d,944,63135025
02fe80fb6a2dc0fb6e9bec49c76d048889c91355d4e900fcb026bf095665790325,164,598776955
03481fbb533dda9a43f5f6e3dba51ae6d50bf3d40c242c37d60637bb0c3e615890,1483,47415100
03dbeaffcfcade1dcf7508c481bf87be3ca5482480a2cf3551387a5f51394037cd,660,23090031
0202486d87b5c02e24e3b63bc7ce35395e2b6b3f958817e3912fb658ec136c1f33,100,6800000
03ac97bb80eb58cda780a3013014a038116b1f73a8b864e23ce12d880e5795021f,0,11452768
036f71c58967e5c6d4a3704c9c1e25ae4aaab0fd15273a2076c9b92d6336877799,50,12500000
03127747aa9fb9b4813b7ebdd6ac47eb047954513ab06fe909689c2c42eaa49a33,702,124396933
036248a70a64c4c2cbd95fa90a195845e61d3208ac857054e5b8ac0a631d132353,400,62827432
032a92db7e04eb45b4943512c58e9f613e1c8f886e78b5e7a6c7fca2fb1ffa43c5,202,151290059
0261d1b9535b00ceb9ff0fb75e2503e468f2502670be4637271b71e8749a9c024f,1513,259552956
0209dcee909c58b1d0ea114a89f27b48441aeee08ce46620315a6036c16a7f65eb,0,9491492
02edf8140c98fe67726eaeba069aea6d5104aef9081c211228dc0df028bc49cdfa,36,25609000
02f0e8466b5135aa5d734a27f349eda57fe206f641db2107423b0c36efdccd9e40,200,23260000
0305f5f4013f6c6eeb097bd8607204ec1f31577a05fae35f0d857c54d3b52e4e45,5152,698498964
027b510a7c40bc1aab58345eedad23062578a5647d13a69ed5a2b90290de2faa81,269,54605000
035f3eface5666a1a4bcb5950d768eccd35ff122c64dfa71ee50db749ac088d2c9,200,71918902
03a62821af072e640e51187000fd83d4dca94d4c8ecdcddb6fd036a14d8ebbddab,600,131644293
024ae70b66b76f3768cdb5b6590d4bbfe4163ce230b95341f8dd03029484df2904,40,100840000
033868c219bdb51a33560d854d500fe7d3898a1ad9e05dd89d0007e11313588500,1196,495965798
02346a049abc9d8aae4859c23e685ce7d5fabdf4b5ccce4341a67256fb3ecf5911,400,63583318
0272e8731c6feda7fb7e2b8dbe0fbf1322f9e3b60cc2727f4ee4ca0f820b9cd169,0,57000500
03f51df0183b2083d678d867d7441ba7e8dbf1bfdd23729d702b81a8b128e3e876,1319,189782841
029341bb7a3c63beed9247212b8551322b885ceb8db56b125d9cb1582fa0d1aacd,18883,119169420
03b23046078ca0ea286980a53fc90ee9016553e8109a9bc00f311a6c682184b881,710,505797634
02796a08cac53ee3cf427a0833700d690a0136690cae681c22ae675f1a80e725be,104,18950000
02bc320249b608a53a76cf3cbd448fdd3ab8f3766f96e8649c2edc26cf03bf8277,21935,439650000
0236ac3166e59afe18154fa2d74d1f779cc43f0906c2eff05ec9d4cbe203f24a36,3,254297381
0250baf7a558091eb9c93f43d595b795db61bd2b55ca016d8682fd310cb1b81e6c,870,1266768286
0344c8facc0373c4c45e13b08bc7d190c8aaee895e8b726b1472e1bc57a2eefac1,281,273246727
03d9985f96f51e14bd6c12c54f756ce417cc168a92f8c38903ddb303ab8cdc572a,91,99634699
03bbaceb0a049f29ec4993cb2a4f897f97045313cc4d62d962c956eb1d944889a4,560,106277215
0330450f38d8c1a0e11b46c87c04ab346f69a1913fa41322e7bff4329f0ff55211,150,32903453
030b252eb8bb0f5e79af393d26dd5204f3c525af8b84043c4f5fcd7c9482c15a23,3032,7500000
03d414b9c03fb7c9b37ce3fd4f02abf3208a6400ea4485084a1068d68ddcefb732,204,21342427
020111074bd304e17a1cc74e1f4b76d64b1764895ae3a26ad3ab2c4fd0f63cdc35,2000,116832200
03b6711eaede09a2769e93e1d693c25e307a66cf0bdd5b7d16b8f252553652ac69,118,184246912
034254fc0a0f8478cd2692b6dd020b79dc7dc0ce1ab915707209dbeff7c4b51985,0,2000000
02687b2bfef5ab119857369ef4cba172e8658158c126f11a483a1faee2e5da1dc5,1942,170339997
0230c7a8509357b8367b9c0ab6d12d4315121132915c49b1eb1dfeacd285928f29,528,185399950
03f0f1f7709880c633b25142d5ea9d1f7caf801a4f456b1155460aa330550084ad,30,9715000
038c030bb15b8c561e7b2b9b47c688b0967f979e7ec07eeaa041321e71be28d161,94,32000500
03142b162b4e55237e49dc8aadf919c99eface419c21869339687f365c93675886,6,38263584
03c445275ee7d79ee5778ca2ac81b7c4d84aed7ee04629e8d8f35434b3c21e2da8,194,306431749
02963d1d5feacc58531c4e80927728321626eaf2c68e50e5687b3ea77866c160ee,6000,46280000
030bec0fb4a5dd5c2dffa5f008210a9b7e0689ee4bf7ae15a7e52491c65fbf4ca5,110,479752528
03ce0d665b403fa06f9390c72f7a1b212096da7e0f491106bbebf5f34773264a6a,520,378442776
020cd843f3128386ac5551647496d57aeb0b5259611d7ebb9314cae77115653548,200,243007285
020a3dce2dab038955eb435a8342e4fe897304015314485d3738d5f41eccb47859,299,1150013477
02a84d676464a90effe12e6de21c5c2d8ff5ac7b6acda7f8c216d0f958ca547afb,500,4000000
03ea17f6bac6bf73bfb932aad27f9887cab1c45f9e35d53049cdf6bd7002786554,150,16000000
03aba668b98dbe9550cd998648878c445118c7eff35471f6583c526ad0f39f68aa,1352,7500000
02f43ef88ad2473a1aeb39c79bbb2d3c37669aaf198ed9309499ad21982adfdfa3,600,138010036
03bb62e41a7a89f1bfc4a8211894beb7a143e5efe469578d71779233fdef4ac4c7,4,159201000
02ba9508eb244215a6469bebc7c941f47d5fbd6e9b3d412c1bdb381150ce115fd0,20080,169419950
02f4737bc20d3c6658ea3ca38089776033658e52c33e5420b7cd0c3ef39928235d,11,35179758
036da0201ba1f16a2089d1e17a8fe236114adef33bfff59073771723c60b08b4ac,450,522991619
02904d053b88ac668a42e2bc19db5572193654e57f33f80daa697526f98eee6121,100,30500000
03d29a2fc370cf011a743d893de86ab9a920f2445539ea46db2186d9b95183f67c,0,46289000
036bb85bc94686bf2a1fa720ea2bd5939c6745edb5954b8e36ba7a03542437fed0,862,27000000
02562755b419670ef2b3b76c3319acb6de647f4433b96afc25212c2a581f7ca8c1,97,29444433
0226e97590434694de06271b7b0359e64f13bb66d666714cfc077378421ceecbb8,0,23000000
03746b93e0b94463624bb28eafa38f3d71b4c80df61a0f10c6340b54f56675487c,3824,970424980
02a6c56279238ba23d3097adcb6a020c96005adfcbc47fc2aaf2d998c2ad24fa3a,125,9800000
03e9cbcd46bd7de2a1559777e7f0c6681522a9b1821b994923da748e06b796cab0,500,172863317
027dce87dd5e00e7a7e054b167129e6b6cf4959ce4af14d14025cb338fae766bcb,1000,13000000
023135ef07fcc060bc2ed91d1ba5a98034bd718c31362caf10eea6973e2680abe6,200,11648458
0211c8eac4e9cd6d77de17320042107d3a146a57c430836779b8046e0e867d0e3c,2000,140310000
0289b264c7d447fc6ec89e5f9af6be9f8cad0515fff0ea5e1e83a2c9311922ef5f,200,48016520
03a6baa3e87186d9b6a6897c833ccee547a9146767431c2afc44de3519fad44f8d,0,16750000
0284353cb3c2342ad97f5773bd0590d7d9f70fa3d04207edd80a8dbf48da3b3f2b,500,46172714
02fe3bf758f87d9b0cee6bdafa52d04650daea8c48f7178358b130b62e132c6f5f,200,390862522
02e74c09ca720c891221164424651f62176a4737a4b2fd4f75a5befee127e90b9e,85,121341265
0247719ca61fa34ce383634a30b9cde6a2b396a8a6e2974dbbd4ebbe93e093ad2c,202,215507852
03e086e590f2255a7423cea5dc2b8fbcaffa3d8044c26dbea84728ea4b4648e41a,0,37600000
02be619fd11455056f2617fb0c944e4dfe2bf3765b07d21fbff41ab19baca11377,100,1331000
03ac80cae732282e57f23c8c5dc5ae5dd86a77dcb378213c36cecfd28a2aa04339,400,1041438433
02a612822856b317dce0d27e4d453c0096064cff91ad0b0cb6d7f3ba33a9a7b754,470,122970345
037b3340c93ec145c4cc960762e0f22902e9412484ead2fce9ce275f6e8409b212,1202,977500778
03fa3be3b4528c1d588e60060d7f10e37c38f5aa02f867632a5c7b816cf5afa775,6000,15064569
035931336265aeaf409dd77d0aa48e0281bef01c3160d011cc6812b61d5e9012ec,300,6000000
03ef96289ca13dd8d0f3c9be094fe5b6e2eabfad35bf9a0ed3162a4d1fbb1d0950,50,6500000
03683e95c542d5aae980b2cb346b6e5ff2416222b6962cf3f23dfbf4f93b409643,0,214601842
02540da48be9149f7a1dbc0df2852331759e9084e3f02e7ceac0bbfba9a18cfb68,900,18392738
02439112f98b6f4828e1a7426bfbece166bd36837d7dea4225a75ebd1d96864a07,540,451138144
037621d90b5f3673834287d2f87d4c5a014ccad50a973d3b8c6aa5b94c30a537e7,2100,26042462
0396693dee59afd67f178af392990d907d3a9679fa7ce00e806b8e373ff6b70bd8,3000,14199066
02d875382a2f30533a1eba1bde7e71b414f942da8be37ef7f47dfde119ac1f405c,2590,146039420
03ad156742a9a9d0e82e0022f264d6857addfd534955d5e97de4a695bf8dd12af0,21,76206869
02b6dabd436275044399002241195b82b7fed517b226d0a109b1d07a39d7b4a91a,1410,360403144
03d64ef4d923c7f215fdf6272dac672760f7a6ade5f10daa9a107f1d03f4ef5363,1,22787113
03016ed3c44bad0f92b12d4c3b9e793648aab325eb57ba53c211040e3b92ac0492,1,2501000
021f1beed0a32fb740e9c8ea12702dd4371b444a6464368d93a2957b95f8cd2db1,0,137950009
023e09c43b215bd3dbf483bcb409da3322ea5ea3b046f74698b89ee9ea785dd30a,1,319186653
03cfa83324769bf02afb9b501b3cf4184621324d1e7e71995dd1cc6f37cfe16651,45,92486113
0395aaee9bdab2d1145c44119bdeb7f88e7b9120dbd34367a0e9d7438b4f8dc282,710,22477129
037c65e34444c37deaccde1f61f03b93e22b3d7451894d836f60132ee5a6f486ed,426,269661360
02bb5e47ee26aca1654ce092d9d06eac15d953210c737f2220e2d7e54c4f108677,4100,338293010
030d8457f7c7f2a5d87faf538b0b85760556154b46d178a2d8fffa94b81a9cdb3f,0,23489106
02bc40b7f6d98b7a6c2db3a66a6f1c75d7dc8bd0f46ce169abc6ccf637274683f0,471,28511000
03123e660b8380a8e3b528ee7db4fc2a5d5803d15978e6bf603caac5f816f5c839,693,144564313
0391b71b1e30cce2f0e25dbe4ce848c19e159d1677a8368d1eb3e50a34d14f74f4,200,105607678
02c2ecfd7e7646f7a249491c565737b5c9f83863c23b88e752f2d624e026f5fde7,175,79936702
0354d80bcc05fc30b0d867238d83645b68b326c59f05303be14c87bcf4e84bd9c9,3,92591913
022fde3e4d5ea822076f9499d86f593bb1b7c68aada67b530e3147992d278b1f13,451,1032841645
0390c0de9543bbadd2ebb2d4ccadfb4bc61b1af54cfaa122aa688f16375948643c,200,72525000
025d68c923df3032e3ce43c0271f8ae7fadac0e48ede69cf4805c02650e40e4e0b,534,50018998
030d621149cfde90a324896f7c0517bc92b04e80f075e99613135b676e9984d606,482,28300000
03b49dab6025517f2dc5bc81580ce125a15d072091e2c5e8965b9415cc65deba1c,100,183377215
02d50e281845b66acf67a0ce754220b8cb045fc38a783f056800c5fdca1cb3abcc,150,48397215
031175b8baeed271d0741fca5ca6fad90ab4a7fc24c53686f8e09b9af94c7e198c,200,249371055
02d68197aa6c0237000e55af680ec0ce73d27fcf54bc58363fec933dc6f90a1ac9,74,51000774
02b7723e37f3990e7e3702ecca65871f8733c20481df34a1c7a2e2efbf2e35e417,4,24531009
02dd4a9cf224e290851f6af83072e2496479bdf4b65e1733e92e24d42a0ba89a75,1613,212759079
03efca7c07502f3cbd84deca8b3d0471ec514d3d6f0813aed4a9da4e1bf60474c0,450,7531657
038bcc6471941c7d6c14a8ce5b7159d8f73a3a0bb9a93e8896bcb892e14552658a,4300,613662518
03e9c99fddf5aaa60e22c166622206947b1fb14ae2926f550f837af6aa83556bb8,833,204598261
022e370ba562abb4fb3cf02863a0b87df3ea8695b0d741ee702940fe64e149ccc7,1404,415539178
03ac8f8b07fd2667c7fbf6db6ceef45ccad1d1f01960a5821424c36f3b69dec9d1,636,4222523
033323c3b00f142cff4fd2e20e125112d0c58ae4a3cc135f4e57512652050a4c05,0,121591973
02e3f3cac13012977142dda7fd8450bf87fe45bf4447901f1cadef7763d0ad6a59,0,6843666
03f29fee4eaca86e88049c0e630d96c715a5d9a0048b3b14946d45eca745784cef,4,586336102
039bd8fd26d4ae06c627af860b271f0cc896153ea87accedfb5b2ed20bfddd7f3b,1188,90880000
038032301cdc87a98fd30039028ad9d9e4008442b957ad346a2489835eb37abe28,63,5700000
03f7469b18eca3b4641f90c1f3b7fb418dab9701276590b4011f7f660161e7211a,257,44465016
0307c74dfaf1823e177097d1ac5c64706845220bf70a99a4fbbfa2366f0c9c0926,200,18383332
02f234ad1f67b9809a0544574e746857e48ff8f5dbdac7af93d0aefc3a45e4fca2,999,104325015
023fd7355e4a9fcb9429c54add33d74991d0fd5318df1b9e8e63263d14a6ac48ed,0,19670000
02826f50035eca93c7ebfbad4f9621a8eb201f4e28f994db5b6b5af32a65efb6b9,188,179750987
03f1824df1ca6d7255c9fb8c56f8cf72efddc3b54f0e7119411d41cbdeb7c5c001,130,80600104
033bc7672dbc37d9aa142c9c64092915c06aca9fc0beefd7eea4b3ccbd55d311b5,731,81200000
0332052748755d74b3395b91eaea78b53bd64b55eb031ccb6a7ae23ac445bb6af7,220,166749426
039389a69782c16fae4d52100a618db3a3711bfc9b9bf65476a1b2c502443b67af,20001,51305073
024e4e0882db23d02d96048ee8e134dbedf8626c625d0f2e6526625850059af903,1,20600000
0329462e37d5265c0fa715b1a465c29cb239129e0698bfd35b35345b7aea955c1c,1,28315788
034d1f87a3b741e1ea0611229a23c4bc7f0a8c04e35a2ba146eff43125985334cd,600,149562881
02908ac814dad393e8a287a28c041ed8eab44cddbb47c1cd8c01c362fa2024ddcf,154,302524765
02b7f410d4b9d62c3e94dcf8d6b7e960e44edc21de52a5c3856c99c8cfbcb0b8a4,62,47520001
038d8a19dd1b5af1257fc9c10d8bd1e767e2d39f3ab5218142c542b634a21468ce,1302,14063648
021c955b5184e606a831e32f05a3231f219d1ba409ee9bc969d71d73e582e5a631,440,7003000
02234cf94dd9a4b76cb4767bf3da03b046c299307063b17c9c2e1886829df6a23a,190,1048558842
034897f8a919c52543bbb47f05d0185015c9ddd81802df30e8bc10d9178d737ac1,320,3000000
03fc5b5567656d7e352417ab4284cacfc478a196cc25946a373ccb80338845fb86,2000,39520000
024782abc1c13802508f4c7b2c2c8b1f5ebc2b596bee0b2ff338c382e7ca28df77,4000,89036410
02ec23c7c0c1adb58a46f6ca5a5acbcebfb2972ede2ed6ba73de605fda5288509f,200,28741674
022b74592de1ef344ede43249274c4b0b1d9b676d3be7bf0d55dec431a1b937cec,631,12900000
02d00dda5f3d365f84ae12384a33c133d6c4890e1ab89cf1dd72a13acd52f2c371,243,5308464
036c88881cd9b8c1a72aa7e7c7f6a7c04c7110125a32b12aecda22ed0a1f064a0d,602,4053000
027933275fb4ecb082880baf7774741ef7af1f8ec18d858ce9837ffcfac0da8250,1726,322620000
02b5d57089802ec5fb1d804ed47b5c08cfad150099e442e68d8e82a6b20efde33e,555,108042810
02e5544cda426d1dac8e5237e32eec59cbf93b88b76ef94ee7ecf8f76a5358fbbf,20095,196140000
036a7d163ee090c4e51566d1fe02b366bf8e4dd3a5363932939adadbde860a7519,450,5000000
039abc6e5f0a15cf84c7aea273f731a0d8ebaf650a6bcc02179c41f35dfda6dd05,490,6100000
030b70b6af015b2af80e0b2c3975df4622179d7b47332b09532ddebccc9c7dc2ac,300,31202511
02dfbb1f6777e56f3e08c7b112d7e17eb57cc44555b132102e89de2791042f8ab7,20000,15850000
02c572364679016ee3cf0d83e46e9b78febd35a3fb12beb5250b2395c4cd748e9c,431,73295000
037913465a4ae9deb9c25a4189d4c31a9f4ff5fb7d913c7c8f9907157a09f12c11,3,13640521
0238827cbba238783688428ae4509ae7ca81fa2509927d1cfd114e3432140139a7,500,12700340
0248516cdedec7dd2e1922b54716fa5494c4fe5c1425b34766feb186d7578b489c,1,400000
02b707dafcc7fbabe110a66040294eede89de6452175d238e0a2a34abdf9eaaec5,100,163873820
035e3aa81503b67d61589270c043bcf6dcf083e40bc8630eeeeb08f85570be0fc9,450,85889253
028d829e9254bf0a816983fb79c61d1aefcdc210a3c6f37177d62db98e3ea3a8f7,230,7074400
03cb68051b6faeda941420819446a9429053223a465d370642b2a88336c43b02dd,2000,185973333
037fca9c7303e42af0c6d2934b24af23a2d226ef58a3a44c25bd86a565571c4be9,500,16800000
02651fa5f3f6676c6f13d88b3ffd3101421cd3bd1773d4af92242c46f0f902ef39,1274,340299779
03e472ddc37b014ce7d5f942b00b28fb1db53d461c4a89173962abd4b331a85179,50,193406505
03049fd31ad3063ad94e8f834d0c26d4d0f7a9c3ecd235050fef48970fa32e1c77,0,26273414
03eedda2107d5706728118763b0711c9bde5cb48fdb0e6e0cc918b0aea7619b380,140,13800000
02d84b922d6d6b6e2c35f483f6d7f33e853b21c5ff8684ab532813bfcd2ecfc67a,1050,18062000
03c7ec8f99acce78535721158a3a256c0e8131ea42e40c21be0af128af3dbb8709,500,13543999
02e1d21eb00b828b9e0b7935e160cb0935b1b0149e1958502f0a952c3801a1154a,2621,98758008
036ff83834666d3ebfe61c2a7d1f8fc5d6b339a26559a61819e2b0d1b5f540fdfc,1200,87476385
028ba6c07d72447930ccc6862bb62bf9b399afd2f3457c56ef3fe240735e207034,363,10010000
0340c67d7ff2042071763c54d3074c5d207efe2eaf4d133fdb157d272ad4f136d7,3,29800000
024ce95f947350b96b3e167a9a94ad331d3ce719e2b505ca81d2ba66fefa7bdcea,2697,7600000
0337a42a4384c331258f7fa53697f27dbc1596a689fe77923d31b8e7a6f5960929,10384,130473294
023662f1db3d0527dab0869e30f183021db7dc44f6f2e32ece42dd124846c89ca1,170,139169371
020060ce06e5130c55900c4c4b0d6bc34e72f94d948854b6e0670f154472d014ec,60,21400000
03d6e6323c17e2cd1af6a79f61f9b4e04c2878ce139a09641d3e4c0cf11f0352fd,1,58859500
023a2e0c37ffe4006a95d54c4395b533d911af1a7abd8a535e70f0cce8e4832447,1998,201746427
022e008c74db1309c140b311359ff96824279d9795283f3e5def1ba832f2b70a25,226,6000000
03356dced69f28a33275981a57d7580fcf7e78470928c752b6fc60ff9339bb2b47,1,4501500
02f94c8c175b002c6421f7e97f11f3ce846d2fd7d88a2b6c2ebb21e875b4d459b4,118,524292459
025c8f9f3a084bc5e0d1ba2e81045bd7b2fc8cf9927a1ba8c500b4fd0dc8f2322d,700,13651000
