node,closeness_pickhardt,avg_ppm,avg_base,bc_ppm,bc_base,degree,exp_cap,bc_standard,ec_standard,median_base,median_ppm,closeness_standard,degree_2_hops,bc_capacity,bc_pickhardt,ec_pickhardt
031f2669adab71548fad4432277a0d90233e3bc07ac29cfb0b3e01bd3fb26cb9fa,1.162972954298863e-10,109.5959595959596,889.0,0.0,5.730056026192235e-06,99,349224584,0.002636368210539411,0.04051048612301027,1000.0,100.0,0.516546018614271,964,5.730056026192235e-06,0.0,0.00016502957265895904
02e0af3c70bf42343316513e54683b10c01d906c04a05dfcd9479b90d7beed9129,1.1629725962024744e-10,606.2037037037037,3001.8518518518517,0.0007717538974858167,0.0005652449602691495,54,197495907,0.0006073042207394739,0.02399159448312562,100.0,35.5,0.5053110773899848,966,0.0005652449602691495,0.00016750217151018755,0.0010651847413727512
03c1a8ccc5c83b37059a3efbb72e633c0897172f2550475b93bdc14b5ca243a0d1,1.1629727547326295e-10,896.0526315789474,0.0,0.0019939779458817523,0.003687457907077731,57,219330017,0.0007505304092302919,0.023024674848046957,0.0,431.0,0.5012543903662819,947,0.003687457907077731,0.001001001001001001,1.139218347194896e-05
03f80288f858251aed6f70142fab79dede5427a0ff4b618707bd0a616527a8cec7,1.1629729869933633e-10,1287.8235294117646,822.6764705882352,0.0,0.0,34,421247650,0.00024161977859848329,0.01972189350499846,799.0,1000.0,0.4930898321816387,937,0.0,0.0,2.2225465277335882e-07
03d2e20bc19d995098ba357157a9cfbfbfdff4b78fce5ec713128e988e0115d776,1.1629728042266206e-10,464.3061224489796,1044.6530612244899,0.002259571366298475,0.00020208102800520347,49,195690828,0.00043841496636520463,0.027416527907290256,1000.0,485.0,0.5042907622412923,967,0.00020208102800520347,0.0023089221486015075,1.1929033494261007e-05
031ce29116eab7edd66148f5169f1fb658fad62bdc5091221ab895fe5d36db00b2,1.1629731656702866e-10,13.318181818181818,0.18181818181818182,0.000848795291973646,0.0018435017909647913,66,1099654733,0.0013222575916205434,0.028583971675569586,0.0,9.0,0.5063355296502787,958,0.0018435017909647913,0.0032697432274363908,0.004272263066760422
03ac61c971d146787a036f75e80a9fbede238a75d0c396f1fe996def00f0ac5dbe,1.1629729699437981e-10,232.0,0.3761467889908257,0.0,0.0019406891915524477,109,420412488,0.0016229130687950603,0.052358909132569145,0.0,131.0,0.5227629513343799,977,0.0019406891915524477,3.3433567167702103e-07,0.002476481267926862
03f10c03894188447dbf0a88691387972d93416cc6f2f6e0c0d3505b38f6db8eb5,1.1629729164552293e-10,865.1515151515151,1000.0,0.0,0.0,33,173458926,7.834962929376036e-05,0.019927413815972267,1000.0,850.0,0.4950445986124876,946,0.0,0.0,0.0010653975443314007
020a3dce2dab038955eb435a8342e4fe897304015314485d3738d5f41eccb47859,1.1629730582145283e-10,733.8028169014085,0.0,3.671632484814402e-05,0.0009036322061792498,71,797432535,0.0005921300769552709,0.04499432946535943,0.0,700.0,0.5091743119266054,964,0.0009036322061792498,0.00014276133180608796,7.323253252301388e-06
0208dfa005c47a8ae85363d12c54007a38550ca0d6f1c559ee11caaac8221eccd6,1.1629728864432708e-10,436.3119266055046,387.5321100917431,0.0005640659042329058,0.0013296904206299034,109,315415532,0.001896299134421561,0.04933807638021714,20.0,333.0,0.5203125,968,0.0013296904206299034,0.0,3.84388085570994e-07
02c43115328a5bd4dd5870c4c2e129f0f19bdb685ff8c1727c9320c0c6f5636a2e,1.1629726773717496e-10,320.8333333333333,1.0,0.0,3.9534576869968924e-07,24,72465000,8.277305864930206e-05,0.0137406064607282,1.0,275.0,0.4835430784123911,907,3.9534576869968924e-07,0.0,8.13241116311481e-08
